,Eigen-Patient
FAM169A,84231.79857368761
FAM211B,29596.522918566036
PLXNB3,30586.27747272228
GPX7,-121158.47214968942
ARHGAP4,-382564.063440379
STYK1,-5923.793509301562
CARD10,91717.15005241467
UBD,-2890834.6233063336
SUMF2,287715.3767263075
NFKBIZ,47624.54968475165
LRIG1,1229309.3774929454
FCGR2B,-411040.64043381513
NPL,-355618.37648600875
RWDD2A,35706.19393651409
ZNF717,8711.075787016713
CHST2,-235970.15123500588
OSCP1,95360.12689262866
TP53,-109191.52808048078
NARS2,114992.26388650967
SAMD9L,-1154785.2388293017
BARX2,236781.32909291596
SLC22A4,26286.527567879446
OSGIN1,34205.63213247618
MSC,-172281.4789381526
PRR5L,-180592.93369952912
CDK12,-89253.70931329703
PLEKHS1,-353248.58059462905
FXYD5,-1365310.838261913
PTPRN2,775356.7723012946
EXOC2,1416620.34021958
TNFSF13B,-438858.0341782822
GATA2,137836.14820776266
FCGRT,261930.9877812453
VPS13B,410104.3975401928
C8orf37,33639.30412373927
ATP1B3,-532088.012823254
SIAE,110258.39574631414
SLC27A2,502574.2180983544
PIGS,374649.17962334614
HOXD8,57.19518269640383
VILL,-18859.069038565114
S100A13,134883.83109035922
PLEKHG4,31777.217386788972
MAOB,-168657.9727232436
FAM84A,79047.43889923207
GLCE,673012.4037073929
MMP15,-25797.775722784252
CCDC102A,-69599.39595684843
COPS2,243224.73759388435
APH1B,208014.8656976529
KCTD21,172412.40547001307
KIF7,-25179.224216475206
ZFAND2A,-21766.148653391338
MAP6,19867.218124902254
RNF144A,-298553.98868284794
TBX3,1441326.7500641488
CBFA2T3,109155.40232667016
MFGE8,-2686019.8666696325
HLA-DRB5,-3135261.8591942973
LILRB2,-225004.83595168573
CCT6B,17240.048016307643
CLEC2D,-133441.74566875244
DCLRE1C,-61162.838057086556
DENND3,-270411.9582002726
ZNF613,-2529.880454043935
EDIL3,-64256.956112277956
MPP2,220823.56289178022
FAM115C,-41291.63748848051
PRSS16,-9056.562660927633
PTPRC,-2373240.230184135
NCF2,-456095.87880249455
USP32,508459.58391677367
MFHAS1,-241405.12879802854
RAD51B,-15462.779748151788
AS3MT,163898.27273705124
TRANK1,-416993.68353985116
WNT5B,-67056.35642236946
EVI2B,-702544.1837626729
RP9,2039.9618645724947
ZNF626,67464.7742287749
SLAMF7,-879961.8608365615
PAK1IP1,-43392.54715606713
PHF19,-163843.98183952642
NCKAP1L,-932726.885975083
OSGIN2,166241.75044648018
ARSD,679414.2450280174
FZD6,186330.51099248
MCF2L,309718.8889196452
MTRR,43758.55830001217
CDC42BPA,-101607.41022890726
SPN,-412770.2387618248
